date,Production,Mean Temp (°C),Total Rain (mm),Total Snow (cm),solar_radiation,temperature_nasa_x,pool_price,month,dayofyear,solar_clear_sky,wind_speed,temperature_nasa_y,solar_ratio,revenue
2025-05-23,21.6,11.4,0.2,0.0,5.8973,12.46,51.05173913043478,5,143,7.8907,4.35,12.46,0.7473734903113793,1102.7175652173914
2025-05-24,94.2,15.2,0.0,0.0,7.4047,14.87,27.649565217391302,5,144,7.8934,5.37,14.87,0.9380875161527352,2604.589043478261
2025-05-25,95.2,19.1,0.0,0.0,7.8382,17.48,18.58217391304348,5,145,7.9013,6.59,17.48,0.9920139723842911,1769.0229565217394
2025-05-26,83.7,21.7,2.8,0.0,6.8335,17.49,9.307826086956522,5,146,7.8238,5.24,17.49,0.8734246785449525,779.0650434782609
2025-05-27,75.2,17.0,0.0,0.0,7.2821,18.21,111.82521739130436,5,147,8.0556,3.07,18.21,0.9039798401112269,8409.256347826089
2025-05-28,89.92050000000016,17.4,0.0,0.0,8.125,19.92,248.6117391304348,5,148,8.1571,3.58,19.92,0.9960647779235268,22355.291888478303
2025-05-29,91.4315000000001,23.3,1.2,0.0,7.9826,20.5,12.15304347826087,5,149,8.0609,6.39,20.5,0.9902864444416876,1111.1709947826098
2025-05-30,93.4,17.4,0.0,0.0,8.3023,16.19,22.88695652173913,5,150,8.539,4.61,16.19,0.9722801264785105,2137.641739130435
2025-05-31,68.8,19.2,1.0,0.0,6.031,16.19,8.408695652173913,5,151,7.9423,5.17,16.19,0.7593518250380872,578.5182608695652
2025-06-01,24.3,10.8,0.0,0.0,6.7298,11.12,6.947391304347826,6,152,8.5171,7.71,11.12,0.7901515774148479,168.82160869565217
2025-06-02,67.2,11.0,0.0,0.0,7.045,11.3,13.16,6,153,8.1535,5.65,11.3,0.8640461151652665,884.3520000000001
2025-06-03,79.0,11.2,1.0,0.0,6.5496,11.56,11.172173913043478,6,154,7.6752,3.75,11.56,0.8533458411507192,882.6017391304348
2025-06-04,73.2,12.8,0.0,0.0,5.7576,13.53,89.92739130434782,6,155,7.1417,2.11,13.53,0.8061946035257712,6582.685043478261
2025-06-05,86.3,15.8,0.0,0.0,7.3003,17.26,43.24260869565217,6,156,8.0424,3.73,17.26,0.9077265492887695,3731.8371304347825
2025-06-06,41.8,18.4,0.0,0.0,5.8433,16.8,12.77695652173913,6,157,8.3158,5.44,16.8,0.7026744269943963,534.0767826086956
2025-06-07,37.6,13.6,0.0,0.0,7.3776,13.64,6.34695652173913,6,158,8.5104,8.15,13.64,0.8668922729836435,238.6455652173913
2025-06-08,87.1,14.0,0.0,0.0,7.8173,16.85,176.84826086956522,6,159,8.2577,3.29,16.85,0.9466679583903509,15403.48352173913
2025-06-09,95.0,17.8,0.0,0.0,8.5382,17.73,12.46913043478261,6,160,8.6369,5.9,17.73,0.9885722886683879,1184.567391304348
2025-06-10,83.5,12.3,0.0,0.0,7.8718,14.83,28.635652173913044,6,161,8.5675,2.18,14.83,0.9187977823168952,2391.0769565217392
2025-06-11,62.0,14.4,0.5,0.0,5.9825,14.22,29.50521739130435,6,162,7.8641,3.65,14.22,0.760735494207856,1829.3234782608697
2025-06-12,14.6,14.7,2.2,0.0,1.5907,12.98,167.8313043478261,6,163,6.8304,6.73,12.98,0.2328853361442961,2450.337043478261
2025-06-13,23.6,15.9,17.7,0.0,3.1915,13.87,19.381304347826084,6,164,7.7714,3.28,13.87,0.4106724657075945,457.3987826086956
2025-06-14,32.7,13.9,6.7,0.0,3.6689,13.06,64.87,6,165,8.0544,4.02,13.06,0.45551499801350814,2121.2490000000003
2025-06-15,80.3,12.9,3.9,0.0,6.9439,14.36,23.26521739130435,6,166,8.1415,2.74,14.36,0.8529017994227107,1868.1969565217394
2025-06-16,92.6,14.6,0.0,0.0,8.0436,16.36,183.41304347826087,6,167,8.2303,2.24,16.36,0.9773155292030667,16984.047826086957
2025-06-17,82.7,17.6,0.0,0.0,6.8611,17.26,78.61652173913043,6,168,7.9831,2.48,17.26,0.8594530946624745,6501.586347826087
2025-06-18,79.4,16.2,0.0,0.0,5.939,16.03,51.861304347826085,6,169,7.9639,2.68,16.03,0.745740152437876,4117.787565217392
2025-06-19,34.5,14.3,32.9,0.0,3.7217,13.92,20.23,6,170,7.8823,3.73,13.92,0.47215914136736736,697.9350000000001
2025-06-26,89.8,16.3,1.3,0.0,7.0066,17.04,22.0508695652174,6,177,8.2234,3.16,17.04,0.8520320062261352,1980.1680869565225
2025-06-27,78.6,15.9,2.4,0.0,6.413,15.69,8.497391304347826,6,178,7.9762,2.27,15.69,0.8040169504275219,667.894956521739
2025-06-28,56.3,17.5,1.5,0.0,5.0611,15.8,16.245652173913044,6,179,8.2104,5.48,15.8,0.6164255091103965,914.6302173913043
2025-06-29,93.6,16.6,0.0,0.0,8.0318,17.25,12.77782608695652,6,180,8.3712,5.35,17.25,0.9594562308868502,1196.00452173913
2025-06-30,92.1,17.0,0.0,0.0,8.2008,19.07,64.99913043478261,6,181,8.3246,3.09,19.07,0.9851284145784781,5986.419913043478
2025-07-01,74.5,19.4,0.0,0.0,6.7946,20.21,27.759565217391305,7,182,8.1758,2.51,20.21,0.8310624036791506,2068.0876086956523
2025-07-02,86.0,21.9,0.0,0.0,6.9852,22.18,26.25086956521739,7,183,7.9709,2.99,22.18,0.8763376783048338,2257.5747826086954
2025-07-03,21.0,12.6,0.0,0.0,5.6875,15.46,15.882608695652175,7,184,8.1257,5.62,15.46,0.6999396975029843,333.5347826086957
2025-07-04,43.8,10.9,0.0,0.0,5.7538,13.74,24.729565217391304,7,185,8.0534,4.54,13.74,0.7144560061588894,1083.154956521739
2025-07-05,86.1,12.6,0.8,0.0,7.2115,16.36,24.671739130434784,7,186,7.873,4.09,16.36,0.9159786612473009,2124.2367391304347
2025-07-06,32.6,14.8,20.4,0.0,3.5916,14.75,24.890434782608697,7,187,7.7402,3.49,14.75,0.4640190175964446,811.4281739130436
2025-07-07,75.9,15.1,0.0,0.0,6.9468,17.49,44.05391304347826,7,188,7.9243,3.07,17.49,0.8766452557323675,3343.692
2025-07-08,85.7,21.6,0.0,0.0,7.2871,21.93,23.24347826086957,7,189,7.9327,3.63,21.93,0.9186153516457196,1991.966086956522
2025-07-09,74.0,16.9,0.0,0.0,6.3667,17.07,18.03434782608696,7,190,8.341,4.01,17.07,0.7633017623786117,1334.5417391304352
2025-07-10,54.3,13.9,0.0,0.0,6.0336,14.77,25.873043478260872,7,191,7.8329,4.48,14.77,0.7702894202658018,1404.9062608695654
2025-07-11,10.1,15.3,0.0,0.0,7.7496,18.39,25.86434782608696,7,192,8.045,3.96,18.39,0.9632815413300186,261.2299130434783
2025-07-16,3.2,14.6,0.0,0.0,5.9849,15.64,18.648260869565217,7,197,7.7201,5.45,15.64,0.7752360720716052,59.6744347826087
2025-07-17,62.08333333333332,16.1,11.8,0.0,6.3898,16.94,32.78608695652174,7,198,7.2235,2.97,16.94,0.8845850349553541,2035.4695652173912
2025-07-18,62.08333333333332,13.9,0.0,0.0,6.8249,17.78,21.70434782608696,7,199,7.3241,4.98,17.78,0.9318414549227892,1347.478260869565
2025-07-19,62.08333333333332,14.4,17.0,0.0,1.8046,14.16,18.317391304347822,7,200,6.8105,4.09,14.16,0.26497320314220685,1137.204710144927
2025-07-20,62.08333333333332,17.3,17.2,0.0,3.5126,14.12,25.52217391304348,7,201,5.7014,3.18,14.12,0.6160942926298805,1584.5016304347826
2025-07-21,62.08333333333332,12.6,3.3,0.0,2.2891,12.26,35.67565217391304,7,202,6.1498,4.79,12.26,0.37222348694266477,2214.863405797101
2025-07-22,62.08333333333332,11.3,0.3,0.0,5.3966,11.95,20.082608695652173,7,203,7.7594,2.18,11.95,0.6954919194783102,1246.795289855072
2025-07-23,62.08333333333332,12.3,0.0,0.0,5.1146,13.27,23.639565217391304,7,204,7.5276,2.94,13.27,0.6794463042669643,1467.6230072463766
2025-07-24,62.08333333333332,18.7,13.1,0.0,5.7156,19.42,9.95217391304348,7,205,7.4167,2.86,19.42,0.7706392330820986,617.8641304347825
2025-07-25,62.08333333333332,16.0,7.6,0.0,5.1497,15.68,6.674347826086956,7,206,7.6106,4.18,15.68,0.6766483588678949,414.3657608695651
2025-07-26,62.08333333333332,13.6,0.0,0.0,4.9834,14.35,9.389565217391304,7,207,7.0454,1.76,14.35,0.7073267664007721,582.9355072463767
2025-07-27,62.08333333333332,13.2,4.9,0.0,4.661,13.74,11.429130434782609,7,208,7.134,2.59,13.74,0.653350154191197,709.5585144927535
2025-07-28,62.08333333333332,14.3,0.0,0.0,5.6647,15.07,15.630869565217392,7,209,7.2989,3.01,15.07,0.7761032484346957,970.4164855072462
2025-07-29,62.08333333333332,16.0,0.0,0.0,6.9065,18.28,47.67,7,210,7.3176,2.9,18.28,0.9438203782660982,2959.5124999999994
2025-07-30,62.08333333333332,19.4,0.0,0.0,7.2144,20.72,90.18695652173912,7,211,7.2996,2.87,20.72,0.988328127568634,5599.106884057969
2025-07-31,62.08333333333332,20.0,0.0,0.0,6.7594,21.31,48.15260869565218,7,212,7.2348,5.14,21.31,0.9342898214186985,2989.474456521739
2025-10-03,49.0,9.2,0.0,0.0,3.1344,11.08,40.08304347826087,10,276,3.683,4.36,11.08,0.8510453434699973,1964.0691304347827
2025-10-04,33.1,4.7,0.0,0.0,2.7871,5.57,35.13608695652174,10,277,3.624,5.33,5.57,0.7690673289183223,1163.0044782608695
2025-10-05,57.8,2.0,0.0,0.0,3.4529,2.86,14.227826086956522,10,278,3.619,4.09,2.86,0.9541033434650456,822.368347826087
2025-10-06,24.3,6.8,0.0,0.0,1.9178,5.36,144.38304347826087,10,279,3.3703,2.72,5.36,0.5690294632525295,3508.5079565217393
2025-10-07,30.2,14.4,0.0,0.0,2.2572,12.0,10.663478260869566,10,280,3.3883,3.73,12.0,0.6661747779122273,322.0370434782609
2025-10-08,39.6,5.4,0.0,0.0,2.826,6.31,68.11652173913043,10,281,3.4178,4.63,6.31,0.8268476797940195,2697.414260869565
2025-10-09,53.7,5.7,0.0,0.0,3.3842,5.98,99.1895652173913,10,282,3.4157,3.26,5.98,0.9907778786193165,5326.479652173914
2025-10-10,49.5,10.8,0.0,0.0,3.0701,9.58,46.96826086956521,10,283,3.2002,4.15,9.58,0.9593462908568214,2324.928913043478
2025-10-11,9.9,8.5,0.6,0.0,1.2298,7.38,4.316521739130435,10,284,3.013,7.49,7.38,0.4081646199800863,42.73356521739131
2025-10-12,12.4,-0.1,0.0,0.0,1.4998,-0.83,9.231739130434784,10,285,3.2986,5.7,-0.83,0.45467774207239436,114.47356521739133
2025-10-13,40.5,-1.6,0.0,0.0,2.7235,-2.0,32.563478260869566,10,286,3.2815,3.25,-2.0,0.8299558128904465,1318.8208695652174
2025-10-14,52.2,1.1,0.0,0.0,3.0746,-0.01,58.83478260869565,10,287,3.1634,4.31,-0.01,0.9719289372194474,3071.175652173913
2025-10-15,48.5,4.2,0.0,0.0,2.593,2.98,33.466521739130435,10,288,3.0602,3.2,2.98,0.8473302398536043,1623.1263043478261
2025-10-16,48.3,5.6,0.0,0.0,2.6551,6.5,83.16,10,289,2.987,3.98,6.5,0.8888851690659524,4016.6279999999997
2025-10-17,45.1,3.7,0.3,0.0,2.3515,5.81,17.95,10,290,2.9402,7.28,5.81,0.7997755254744576,809.545
2025-10-18,49.0,5.7,0.0,0.0,2.8351,5.51,14.403478260869566,10,291,2.9014,5.02,5.51,0.9771489625697939,705.7704347826087
2025-10-19,15.9,5.6,0.8,0.0,1.2977,4.5,17.475652173913044,10,292,2.6597,4.73,4.5,0.4879121705455503,277.8628695652174
2025-10-20,10.7,5.6,0.0,0.0,2.0782,4.0,21.76,10,293,2.7168,5.19,4.0,0.7649440518256772,232.832
2025-10-21,33.9,5.8,0.0,0.0,2.4098,5.67,13.118260869565216,10,294,2.6794,5.1,5.67,0.8993804583115624,444.7090434782608
2025-10-22,3.3,3.2,0.0,0.0,2.2795,5.12,36.60391304347826,10,295,2.5747,5.15,5.12,0.8853458655377325,120.79291304347825
2025-10-23,41.6,8.9,0.0,0.0,2.3662,8.29,13.029565217391305,10,296,2.5735,4.15,8.29,0.9194482222653974,542.0299130434782
2025-10-24,13.5,9.0,0.0,0.0,1.2334,11.49,12.671739130434782,10,297,2.4204,4.55,11.49,0.5095851925301603,171.06847826086954
2025-10-25,31.2,6.5,1.4,0.0,2.3614,7.42,11.52391304347826,10,298,2.4787,5.05,7.42,0.9526768063904467,359.54608695652166
2025-10-26,7.6,3.7,7.0,0.0,0.9302,3.27,5.6265217391304345,10,299,2.2793,5.28,3.27,0.4081077523801167,42.7615652173913
2025-10-27,6.9,2.1,0.0,0.0,0.9545,2.6,14.479130434782608,10,300,2.3712,9.03,2.6,0.40253879892037786,99.90599999999999
2025-10-28,42.7,2.1,0.0,0.0,2.2721,1.48,29.88608695652174,10,301,2.3678,5.35,1.48,0.9595827350282964,1276.1359130434785
2025-10-29,23.7,5.1,0.0,0.0,1.6618,3.6,1.7834782608695654,10,302,2.185,5.29,3.6,0.7605491990846681,42.2684347826087
2025-10-30,21.0,1.0,0.0,0.0,1.267,2.21,75.4495652173913,10,303,2.2114,3.19,2.21,0.5729402188658769,1584.4408695652173
2025-10-31,17.0,1.4,0.0,0.0,1.2677,2.14,34.0104347826087,10,304,2.213,6.12,2.14,0.5728422955264347,578.1773913043479
2025-11-01,14.9,2.8,6.4,0.0,1.6987,3.89,11.821304347826086,11,305,2.0887,3.73,3.89,0.8132809881744627,176.1374347826087
2025-11-02,35.7,2.9,0.0,0.0,1.9666,3.02,8.93086956521739,11,306,2.1348,8.08,3.02,0.9212104178377366,318.83204347826086
2025-11-03,29.6,-0.3,0.0,0.0,1.7549,1.73,160.17782608695651,11,307,2.0916,4.3,1.73,0.8390227576974564,4741.263652173913
2025-11-04,37.9,-1.2,0.0,0.0,1.9812,0.05,292.95217391304345,11,308,2.005,3.4,0.05,0.988129675810474,11102.887391304346
2025-11-05,19.5,-1.2,0.0,0.0,1.3253,-0.27,31.36826086956522,11,309,1.8962,6.04,-0.27,0.698924164117709,611.6810869565218
2025-11-06,1.1,0.1,0.6,0.0,0.6206,-1.62,87.15260869565216,11,310,1.8545,2.99,-1.62,0.334645456996495,95.86786956521739
2025-11-07,0.3,-2.5,0.0,6.0,0.3211,-3.87,35.69913043478261,11,311,1.7717,3.88,-3.87,0.1812383586385957,10.709739130434782
2025-11-08,3.3,-0.1,0.0,0.0,0.8551,-0.58,109.2613043478261,11,312,1.7633,3.83,-0.58,0.4849430045936596,360.5623043478261
2025-11-09,13.7,1.5,0.0,0.0,0.8203,0.4,19.28608695652174,11,313,1.607,5.46,0.4,0.5104542626011201,264.2193913043478
2025-11-10,25.2,6.8,0.0,0.0,1.3786,2.99,9.429565217391303,11,314,1.7664,6.03,2.99,0.7804574275362319,237.62504347826084
2025-11-11,31.5,3.0,0.0,0.0,1.5286,1.45,40.06173913043478,11,315,1.7141,5.44,1.45,0.8917799428271396,1261.9447826086955
2025-11-12,30.0,-0.3,0.0,0.0,1.3212,-0.38,47.18130434782609,11,316,1.6301,3.25,-0.38,0.8105024231642229,1415.4391304347828
2025-11-13,13.5,-1.0,0.8,0.0,1.0639,0.45,4.064782608695652,11,317,1.506,4.15,0.45,0.706440903054449,54.87456521739131
2025-11-14,32.2,-5.9,0.0,0.0,1.6046,-2.91,46.01652173913043,11,318,1.6618,5.62,-2.91,0.9655794921169817,1481.732
2025-11-15,28.0,-5.4,0.0,0.0,1.3205,-1.6,61.98130434782608,11,319,1.5485,2.86,-1.6,0.852760736196319,1735.4765217391302
2025-11-16,21.0,-1.2,0.0,0.0,1.2761,0.28,25.51695652173913,11,320,1.481,3.86,0.28,0.8616475354490208,535.8560869565217
2025-11-17,10.1,-3.9,0.0,0.0,0.8129,-0.58,39.30565217391304,11,321,1.3637,2.76,-0.58,0.5960988487203931,396.9870869565217
2025-11-18,3.7,-3.4,0.0,0.3,0.5844,-2.62,145.3782608695652,11,322,1.3056,2.2,-2.62,0.447610294117647,537.8995652173912
2025-11-19,21.1,-2.9,0.0,0.0,1.4225,-4.23,98.22695652173914,11,323,1.4647,3.95,-4.23,0.9711886393118047,2072.588782608696
2025-11-20,25.1,-5.6,0.0,0.0,0.9689,-4.25,33.87173913043478,11,324,1.4206,2.8,-4.25,0.6820357595382233,850.1806521739131
2025-11-21,10.5,-0.6,0.0,0.0,0.6312,0.84,23.928695652173914,11,325,1.3291,5.27,0.84,0.4749078323677677,251.2513043478261
2025-11-22,23.2,-0.3,0.0,0.0,1.1369,-1.14,23.924347826086954,11,326,1.3414,3.52,-1.14,0.8475473386014613,555.0448695652174
2025-11-23,16.9,-2.8,1.2,0.6,1.0942,-2.81,34.92217391304348,11,327,1.325,3.65,-2.81,0.8258113207547171,590.1847391304348
2025-11-24,21.9,-5.2,0.0,0.0,1.0853,-5.98,39.8095652173913,11,328,1.3236,3.07,-5.98,0.8199607132064066,871.8294782608695
2025-11-25,23.7,-6.6,0.0,0.0,1.2396,-6.85,57.65260869565218,11,329,1.3003,2.57,-6.85,0.9533184649696224,1366.3668260869565
2025-11-26,2.5,-11.5,0.0,0.0,0.8254,-7.22,58.27304347826087,11,330,1.2408,1.67,-7.22,0.6652159896840749,145.68260869565216
2025-11-27,2.2,-9.2,0.0,2.0,0.4493,-7.02,75.0613043478261,11,331,1.1522,3.34,-7.02,0.38994966151709776,165.13486956521743
2025-11-28,0.3,-15.2,0.0,3.2,0.4171,-10.66,55.07173913043479,11,332,1.2247,3.74,-10.66,0.340573201600392,16.52152173913044
2025-11-29,0.7,-20.3,0.0,0.0,1.0231,-13.72,32.62608695652174,11,333,1.2324,2.73,-13.72,0.8301687763713079,22.838260869565215
2025-11-30,0.1,-14.8,0.0,0.0,0.6583,-10.9,38.00217391304348,11,334,1.1566,3.99,-10.9,0.5691682517724365,3.800217391304348
2025-12-01,0.1,-6.5,0.2,0.0,0.1836,-3.4,27.06347826086956,12,335,1.0877,5.4,-3.4,0.16879654316447554,2.7063478260869562
2025-12-02,0.9,-4.0,0.0,0.0,0.497,-6.81,25.109565217391303,12,336,1.1299,4.09,-6.81,0.43986193468448537,22.598608695652175
2025-12-03,0.1,-4.7,0.6,1.4,0.4106,-4.9,39.6695652173913,12,337,1.0618,4.96,-4.9,0.38670182708608025,3.9669565217391303
2025-12-04,0.9,-0.7,2.7,0.0,0.3146,-1.88,22.80130434782609,12,338,1.0464,4.83,-1.88,0.3006498470948012,20.52117391304348
2025-12-05,0.1,-9.3,0.0,4.4,0.4385,-13.62,39.73739130434783,12,339,1.098,4.78,-13.62,0.39936247723132967,3.973739130434783
2025-12-06,0.4,-17.1,0.0,2.4,0.5952,-16.17,49.17695652173913,12,340,1.1033,5.73,-16.17,0.5394724916160609,19.670782608695653
2025-12-07,0.3,-16.8,0.0,0.0,0.534,-12.23,37.219130434782606,12,341,1.0778,2.71,-12.23,0.4954537019855261,11.165739130434782
2025-12-08,0.4,-11.5,0.0,0.0,0.7675,-6.28,15.876956521739132,12,342,1.0181,3.22,-6.28,0.7538552205087908,6.350782608695653
2025-12-09,0.2,-12.8,0.0,0.0,0.7061,-14.71,59.01260869565217,12,343,1.0603,4.56,-14.71,0.6659436008676789,11.802521739130434
2025-12-10,0.3,-15.2,0.0,0.0,0.5014,-14.4,35.94434782608696,12,344,0.9886,4.4,-14.4,0.5071818733562613,10.783304347826087
2025-12-11,0.1,-21.2,0.0,3.2,0.8191,-25.84,41.65956521739131,12,345,1.0848,4.97,-25.84,0.7550700589970502,4.1659565217391314
2025-12-12,0.1,-25.8,0.0,1.0,0.594,-24.36,57.23,12,346,1.0759,3.07,-24.36,0.5520959196951389,5.723
2025-12-13,0.2860000000000003,-21.0,0.0,0.0,0.6094,-16.93,47.52869565217392,12,347,1.0363,4.1,-16.93,0.5880536524172537,13.593206956521756
2025-12-14,0.2,-10.1,0.0,0.0,0.6907,-8.85,19.78608695652174,12,348,0.9461,2.17,-8.85,0.7300496776239298,3.957217391304348
2025-12-15,0.1,-2.7,0.2,0.5,0.3912,-1.66,7.450869565217391,12,349,0.9475,6.01,-1.66,0.41287598944591025,0.7450869565217392
2025-12-16,0.2,-13.0,0.0,5.6,0.6814,-12.29,21.069565217391304,12,350,0.9926,3.99,-12.29,0.6864799516421519,4.213913043478261
2025-12-17,0.1,-16.5,0.0,13.0,0.5035,-20.74,21.270434782608696,12,351,1.0046,5.92,-20.74,0.5011945052757316,2.1270434782608696
2025-12-18,0.1,-20.7,0.0,0.0,0.7217,-17.21,26.452608695652174,12,352,0.9996,4.09,-17.21,0.7219887955182073,2.6452608695652176
2025-12-19,0.2,-20.9,0.0,6.5,0.5705,-22.27,20.566086956521737,12,353,1.0315,7.81,-22.27,0.5530780416868637,4.113217391304348
2025-12-20,0.1,-26.6,0.0,0.0,0.834,-26.26,40.13173913043478,12,354,1.0334,2.57,-26.26,0.80704470679311,4.013173913043478
2025-12-21,0.1,-23.1,0.0,0.0,0.7841,-25.49,108.94739130434782,12,355,0.9802,2.69,-25.49,0.7999387880024486,10.894739130434782
2025-12-22,0.1,-24.5,0.0,0.0,0.6557,-25.6,157.37869565217392,12,356,1.0349,3.17,-25.6,0.6335877862595419,15.737869565217393
2025-12-23,0.2,-25.0,0.0,0.0,0.8765,-23.61,34.24652173913044,12,357,0.9874,2.97,-23.61,0.887684828843427,6.849304347826089
2025-12-24,0.1,-21.7,0.0,10.2,0.5628,-23.67,45.90347826086956,12,358,0.996,3.93,-23.67,0.5650602409638554,4.590347826086957
